"Tipo","Zona","Precio","Superficie","Habitaciones","Baños","Garaje","Trastero","Ascensor","Terraza","Amueblado","Chimenea","Piscina","Jardín","Descripción"
"Piso","Bailén-Miraflores","125000","79","3","1","0","0","0","0","0","0","0","0","Amplia vivienda haciendo esquina en barriada Miraflores.Consta de tres dormitorios, dos de ellos dobles y otro individual actualmente utilizado como cuarto de juguetes. Salón independiente con terraza adosada. Baño completo y cocina con lavadero, totalmente reformado.La vivienda no dispone de ascensor.Zona rodeada de todo tipo de servicios y comercios y a un paso del centro. Muy bien comunicada y con fácil y rápido acceso tanto a la autovía como al centro histórico. ""En Casa Plus Inmobiliaria le conseguimos la mejor financiación para su vivienda, además de ofrecer servicios de reformas y alquiler vacacional. ¡CONTÁCTENOS!""En cumplimiento del Decreto de la Junta de Andalucía 218/2005, de 11 de octubre, se informa a los clientes que los gastos notariales, registrales, ITP, no están incluidos en el precio"". ""."
"Piso","Bailén-Miraflores","149900","90","3","1","0","0","1","0","1","0","0","0","REFERENCIA: 65619 - Si desea vivir en una zona consolidada, con todos los servicios, cerca del Centro de Málaga y del Hospital Carlos Haya, esta puede ser su casa. 3 amplias habitaciones luminosas. El portal de la vivienda ha sido recientemente renovado. La vivienda necesita actualizar sus instalaciones eléctrica y de fontanería. Desde nuestra empresa wikihogar sl podemos ofrecerle un presupuesto ajustado de reforma y, si lo desea, un proyecto integral de actualización de su vivienda. Al final de las fotos encontrará los planos con medidas y 2 propuestas de reforma integral.Si lo desea, podemos gestionarle su hipoteca en las mejores condiciones de mercado, sin coste adicional. IBI anual: 221,64 €Comunidad: 40 €/mesEn cumplimiento del decreto de la Junta de Andalucía 218-2005 del 11 de octubre de 2005, se informa a los clientes que los gastos notariales, registrales, ITP, AJD, no están incluidos en el precio. *SÍ están incluidos los honorarios de intermediación inmobiliaria*."
"Piso","Este","500000","168","4","2","1","0","1","1","0","0","1","1","Tlf whatsapp: (+34) 670,671,098. Exclusiva vivienda de 4 dormitorios, en la mejor zona de málaga, recinto cerrado y totalmente exterior, con garaje, piscina, jardines, club social, vistas . (fotos en trámite o en curso de realizacion). 
 Vivienda de cuatro dormitorios y dos baños, uno en suite con amplios armarios empotrados ,en recinto cerrado con piscina ,zona ajardinada y club social. Amplia terraza orientación sureste con vista a monte san antón. La vivienda es totalmente exterior dando a las dos caras del edificio. Cuenta con aire acondicionado /calefacción por bomba de calor y gas natural. El precio incluye plaza de garaje de 28,7 m². Varias veces reformado actualmente una de la habitaciones se usa de comedor manteniendo su posible reversión. El suelo de varios tipos la casa ha sido reformada y actualizada. Salón y un dormitorio en mármol blanco original. Cocina con lavadero integrado dormitorio adjunto que se utiliza de comedor recibidor y pasillo distribuidor a dormitorio en granito venezolano . El dormitorio principal con cuarto de baño en suite y cuarto dormitorio suelo porcelánico gris mate y el baño principal cerámico al igual que la terraza. 
 Certificados energéticos en trámite. En cumplimiento del rd de la junta de andalucía 218/2005 de 11 de octubre se informa a los sres. Consumidores que en los precios indicados no están incluidos los gastos derivados de la compra de inmuebles según las leyes vigentes, (itp, gastos notariales…). .Le apoyaremos gratuitamente en todos los tramites financieros, jurídicos y bancarios. Más información (+34) 670, 671, 098.  Consulte los honorarios de venta de la agencia a convenir con ella. Más información (+34) 670, 671, 098.
 Si esta vivienda no es lo que estas buscando, contáctanos y nos encargaremos de hacerte una búsqueda totalmente personalizada adaptándonos a sus necesidades sin compromiso.
 Publicado desde sistema de gestión inmobiliaria.
 No obstante, la información que contiene esta web puede ser sujeta a errores u omisiones. 
Las propiedades pueden ser sujetas a cambio de precio, venta o retirada del mercado."
"Chalet","Este","1425000","397","3","2","1","1","0","1","1","0","0","0","Aquí presentamos un proyecto moderno y funcional donde la vivienda se adaptan a las necesidades de cada cliente con casas de 3 y 4 dormitorios donde las amplias terrazas son las grandes protagonistas. Tienen un diseño estudiado para satisfacer las necesidades actuales del mercado, y que tiene como máximo exponente garantizar el confort, el bienestar y la calidad en todos los acabados y detalles.También dispondrá de un equipo de profesionales para estudiar, sobre plano, todas las modificaciones de distribución que desees realizar.Le brindamos la oportunidad de hacerse con una de las magníficas villas alto standing, diseñadas para gozar de un entorno natural único, su ubicación privilegiada en el corazón de Málaga, el cuidado meticuloso de cada uno de sus detalles, hace de las villas una promoción única e irrepetible.Con un diseño moderno, puro, minimalista, sus líneas rectas y angulosas, juegan con los volúmenes, dibujando espacios únicos, creando juegos de luz que proyectan al interior una luz beneficiosa para la vida, zonas que regalan silencio.Viviendas diseñadas para aprovechar la luz natural, orientadas al sur y con ventanales de gran formato que se extienden desde el suelo hasta el techo consiguiendo una perfecta integración del salón con la terraza, el jardín y unas excelentes vistas al mar.Cada vivienda se convierte en un ejemplo de vanguardia y distinción.Son, sin duda, ese toque de distinción que tanto buscabas.No dejes escapar la oportunidad de hacer tu sueño realidad.También puede visitar nuestra web www.quintamar.es."
"Piso","Cruz de Humilladero","219000","122","4","2","0","0","1","0","1","0","0","0","Qube Inmobiliaria vende esta amplísima vivienda a reformar en la zona de Cruz del Humilladero-Los Tilos, con las mejores comunicaciones de la ciudad de Málaga.La vivienda consta de un espectacular salón donde no tendrás problemas de espacio para disfrutar del día a día, a su vez encontramos 3 habitaciones amplias y 1 dormitorio principal, junto a dos cuartos de baño. La cocina se encuentra independiente a las demás estancias y dispone de lavadero.DISPONE DE PLAZA DE GARAJE OPCIONAL (21.000 euros).Llámenos y seguro que llegamos a un acuerdo, no pierdas la oportunidad de comprar un piso de estas características en esta zona y por este precio, ideal como inversión o para vivienda familiar. En cumplimiento del Decreto de la Junta de Andalucía 218/2005 del 11 de Octubre, por el que se aprueba el Reglamento de información al consumidor en la compraventa y arrendamiento de viviendas en Andalucía, se informa al cliente que los gastos notariales | registrales | ITP | intermediación inmobiliaria y otros gastos inherentes a la compra, NO están incluidos en el precio."
"Chalet","Este","1450000","397","4","1","0","0","0","0","0","0","0","0","Villa en el Limonar contemporánea de líneas rectas y angulosas, que juegan con los volúmenes, dibujando espacios únicos, creando juegos de luz que proyectan al interior la luz, con una arquitectura de líneas bien definidas que denotan elegancia y modernidad.  Su simplicidad de volúmenes, sin nada accesorio, nos lleva a optimizar y aprovechar los espacios. Sus formas horizontales se adecúan totalmente al entorno y consiguen un conjunto armonioso para crear un lugar único. Cada vivienda se convierte en un ejemplo de vanguardia y distinción. La Villa  se ubica en una zona muy  bien comunicada. En las proximidades encontrará los mejores colegios e instituciones académicas, prestigiosos hospitales, clínicas privadas, supermercados y completas instalaciones deportivas. Ubicada en un privilegiado entorno natural, pero sin renunciar a los beneficios de una gran ciudad. Accedemos al porche de entrada. El hall de entrada, eje principal por el que se accede a toda la vivienda, nos integra en su amplio y luminoso salón con grandes ventanales, desde los que asomarse al mundo, dispuestos con naturalidad en todas las zonas de la casa, creando esa continuidad interior-exterior, ayudado por esa limpieza de líneas y dotando a la vivienda de luz y tranquilidad. En la misma planta nos encontramos una magnífica y luminosa cocina equipada, en la que se han cuidado todo tipo de detalles.Planta superior: Se distribuye en el dormitorio principal que cuenta con una preciosa suite con un amplio vestidor, baño equipado y terraza  con vistas al mar.Planta sótano: Cuenta con tres amplias plazas de garaje y una zona habitacional multiusos que se puede utilizar como bodega o estudio, así mismo se dispone de otra estancia complementaria, un espacio destinado a lavadero. Cuenta con piscina privada y jardín."
"Loft","Ciudad Jardín","129000","39","1","1","1","1","0","1","0","0","0","0","2.C. Loft en un inmueble de obra nueva de 39 m2 de superficie construida y situado en la zona de Málaga Capital, acomodado en planta 2. Está estructurado en 1 habitación, 1 baño completo y terraza. Aporta como extras garaje y trastero."
"Piso","Centro","164000","69","2","1","0","0","0","0","0","0","0","0","Vivienda a un paso del centro histórico. Lista para entrar a vivir, no le falta detalle. Cuenta con dos dormitorios, salón, cocina, baño y un patio de uso privado. Ideal como residencia habitual o para alquiler al ser una zona muy demandada. A tan sólo 5 minutos del centro de la ciudad, próxima a calle Mármoles y El Corte Inglés. Solicite información. En Casa Plus Inmobiliaria le conseguimos la mejor financiación para su vivienda, además de ofrecer servicios de reformas y alquiler larga temporada¡CONTÁCTENOS!En cumplimiento del Decreto de la Junta de Andalucía 218-2005 del 11 de Octubre, se informa a los clientes que los gastos notariales, registrales e ITP no están incluidos."
"Piso","Centro","239000","80","2","1","1","0","0","1","1","0","0","0","LGI vende estupenda vivienda, ideal para entrar a vivir hoy mismo, visítela sin compromiso.Este piso dispone de 2 dormitorios completos, 1 cuarto de baño completo, salón bien distribuido, aire acondicionado, terraza, cocina equipada, lavadero, puertas interiores de madera, puerta exterior blindada, ventanas climalit, plaza de garaje de 15m2, etc.Muy bien ubicado, se encuentra cerca de locales comerciales, supermercados, farmacias, transporte público, colegios, restaurantes, cafeterías, etc.¡Visítalo sin compromiso para poder valorarlo!Somos una agencia especializada en la venta de inmuebles en Málaga con mas de 21 años de experiencia. Además te ayudamos a conseguir financiación, no dudes en consultarnos.En cumplimiento del decreto de la junta de Andalucía 2182005 del 11 de octubre, se informa al cliente que los gastos notariales, registrales, itp, intermediación inmobiliaria no están incluidos en el precio.Estaremos encantados de atenderte personalmente en C/ Héroe de Sostoa, 192 (esquina con Av. de la Paloma).Horario de atención al cliente:Lunes a viernes de 10:00 a 14:00 y de 17:00 a 20:00 horas.Sábados de 10:00 a 14:00 horas (con cita previa).Si esta vivienda no es lo que estas buscando, contáctanos y nos encargaremos de hacerte una búsqueda totalmente personalizada adaptándonos a tus necesidades sin compromiso.Lucía Gestión Inmobiliaria S. L."
"Chalet","Churriana","790000","440","5","3","1","1","0","1","1","0","0","0","3025-V  Se vende villa independiente con piscina, jardines y preciosas vistas a la bahía de Málaga.Sobre una parcela de 1520m y con una construcción de 440 metros construidos y 246 metros útiles de vivienda que se distribuye en: Planta baja: hall de entrada, amplio salón comedor dividido en varias zonas, sala de estar con chimenea, amplia cocina independiente con zona de comedor, despensa y salida al patio trasero.  3 amplios dormitorios, muy luminosos y exteriores, 2 baños uno de ellos en suite. En la primera planta encontramos un despacho, un amplio dormitorio con baño en suite, amplia terraza de 84 metros con vistas exclusivas.La vivienda está rodeada de jardines con gran variedad de arboles, plantas y huerto ecológico.Se encuentra a tan sólo 10 minutos del Aeropuerto Internacional de Málaga, a 5 minutos de playas, a 20 minutos de la capital (Málaga), a 5 minutos de los campos de golf y a tan solo unos minutos de todas las comodidades: supermercados, restaurantes, centros deportivos, colegios.Propiedades y servicios de nuestra agencia:  En nuestra agencia disponemos de numerosas propiedades como esta  maravillosa villa, de lo contrario nos adaptamos  a las necesidades de cada uno de nuestros clientes  gracias al  amplio catálogo de propiedades a la venta, en alquiler, con diferente capacidad y ubicadas en enclaves exclusivos.También y en todo nuestro proceso de compra-venta de nuestros inmuebles, ofrecemos servicio de asesoramiento  legal, ofertas inmobiliarias, gestiones y tramitaciones de todo tipo de documento, búsqueda de propiedades a medida en la Costa del Sol.."
"Piso","Bailén-Miraflores","252040","186","4","1","0","0","1","1","0","0","0","0","Vivienda situada en barrio consolidado de Málaga, cercano a cualquier servicio. Dispone de cinco dormitorios, dos baños, uno integrado en dormitorio principal, gran cocina con alacena y lavadero, y amplio salón con acceso a terraza."
"Piso","Centro","145000","61","2","1","0","0","1","0","0","0","0","0","Este es el hogar que estabas buscando en Málaga: un piso situado en el barrio residencial de La Trinidad. Ubicada en una segunda planta con ascensor, esta vivienda constituye una gran oportunidad para vivir o invertir en esta agradable zona residencial cerca del centro de la capital.Esta vivienda interior con orientación suroeste, cuenta con 61 m² construidos ( 61 m² útiles) que se distribuyen perfectamente en un salón - comedor, una agradable cocina, dos dormitorios con armarios empotrados y un baño con pie de ducha. También, el inmueble cuenta con calefacción individual y suelos de baldosa. Además, el edificio cuenta con acceso adaptado para personas con movilidad reducida y portero. Es decir, cuenta con unas características ideales para el bienestar diario.La vivienda se encuentra a tan sólo 5 minutos a pie del Mercado de Bailén, uno de los mercados municipales más grandes de la ciudad, y a 6 minutos andando del Hospital Civil. Además, el vecindario cuenta con numerosos establecimientos de interés como centros educativos, supermercados, farmacias, bares y restaurantes, parques como el Parque del Norte, ideal para practicar deporte, comercios locales de todo tipo, etc. Respecto al transporte, es posible llegar en tan solo 20 minutos andando a la estación de tren María Zambrano (C1, C2, AVE…), y a la misma distancia se encuentra la estación de metro El Perchel (L1 y L2). Además, la vivienda se encuentra rodeada de numerosas paradas de autobús (7, 8, 21, 23, C1…), y cuenta con fácil acceso en coche a la MA-20, que rodea toda la ciudad y conecta de forma directa con la A-7, por lo que llegar a cualquier parte de la provincia será muy simple.¡No pierdas esta oportunidad! Llámanos y concretamos una visita sin ningún compromiso.Cumpliendo con el Decreto 218/2005 de 11 de octubre de la Junta de Andalucía, se informa al cliente de que los gastos notariales, registrales, I. T. P. y otros gastos derivados de la compraventa no están incluidos en el precio de venta."
"Piso","Teatinos-Universidad","348000","114","3","2","1","1","1","1","0","0","0","0","Portal 4 2ª C, Plaza 125 y Trastero 129. Piso en un inmueble de obra nueva de 114 m2 de superficie construida y situado en la zona de Málaga Capital, acomodado en planta 2. Está estructurado en 3 habitaciones, 2 baños completos y terraza. Aporta como extras ascensor, garaje y trastero."
"Piso","Teatinos-Universidad","325000","81","2","2","1","1","1","1","0","0","1","0","Tlf whatsapp: (+34) 670,671,098.  A estrenar en rentabilidad, 2 dormitorio, diseño y calidad junto a la universidad, terraza panoramica, garaje y trastero, consultenos. Ideal inversión.
 Vivienda de reciente construcción, de 2 dormitorios y 2 baños completos, de diseño innovador y moderna arquitectura. El piso es muy luminoso, con orientación sur, dispone de terraza individual, cómodo salón abierto a terraza, cocina integrada completamente amueblada y con electrodomésticos, baños modernos y funcionales y dormitorios con armarios empotrados y con un cuarto de baño por dormitorio. Suelos de tarima, terminaciones de alta calidad, tomas usb en habitaciones, instalación de calefacción y aire acondicionado. Cuenta con espacios exteriores exclusivos, amplia plaza de garaje, trastero, piscina comunitaria con zona de barbacoa en el propio edificio y una segunda piscina en zona ajardinada de la mancomunidad. Perfectamente comunicado con el centro de málaga, al que se puede llegar mediante transporte público (paradas de metro y bus en las inmediaciones) o en vehículo propio, y con el parque tecnológico. Situado junto a la universidad, ciudad de la justicia y hospital clínico. Acceso rápido a la autovía, al aeropuerto y comunicado por metro a la estación de tren. Actualmente se encuentra alquilado por lo que resulta atractivo, además de como vivienda propia o segunda residencia, como inversión.
 Certificados energéticos en trámite. En cumplimiento del rd de la junta de andalucía 218/2005 de 11 de octubre se informa a los sres. Consumidores que en los precios indicados no están incluidos los gastos derivados de la compra de inmuebles según las leyes vigentes, (itp, gastos notariales…). .Le apoyaremos gratuitamente en todos los tramites financieros, jurídicos y bancarios, siempre que la compra se finalice mediante las gestiones de nuestra empresa. Más información (+34) 670, 671, 098. 
Consulte los honorarios de venta de la agencia a convenir con ella. Más información (+34) 670, 671, 098.
 Si esta vivienda no es lo que estas buscando, contáctanos y nos encargaremos de hacerte una búsqueda totalmente personalizada adaptándonos a sus necesidades sin compromiso.
 Publicado desde sistema de gestión inmobiliaria.
 No obstante, la información que contiene esta web puede ser sujeta a errores u omisiones. 
Las propiedades pueden ser sujetas a cambio de precio, venta o retirada del mercado."
"Chalet","Este","1195000","495","7","4","0","1","0","1","0","0","1","0","PSM SERVICIOS INMOBILIARIOS les ofrece esta preciosa Villa en una de las zonas más exclusivas de Málaga, Pinares de San Antón.Es una magnífica opción si lo que estás buscando es calma, tranquilidad y sobre todo intimidad.La Villa está dividida en dos viviendas totalmente independientes pero que, a su vez, están conectadas interiormente por una escalera.En la planta de entrada de la casa nos encontramos con un hall de entrada, una cocina comedor de gran tamaño totalmente equipada con puerta de salida al exterior, un lavadero, una despensa y un baño completo reformado. En la misma hay un gran salón muy luminoso y una terraza amplia cubierta.En la planta superior tenemos las habitaciones, una terraza interior con vistas y dos baños. Cuatro habitaciones dobles con armarios empotrados, una de ellas, la principal, tiene un parador con bonitas vistas y un baño en suite renovado recientemente.En la parte de debajo de la casa tenemos la otra vivienda con tres habitaciones, dos dormitorios y una que es usada como vestidor y un gran salón. Así como también un baño completo. Dispone de una cocina independiente totalmente equipada.El exterior de la casa es como un oasis de tranquilidad, podemos encontrar dos fuentes y una zona de jardín y de árboles muy amplia.Dispone de 13 placas fotovoltaicas. Además, tiene riego automático, aire acondicionado en salón y dormitorio principal y calefacción centralizada.Urbanización privada de lujo, Pinares de San Antón. Su cercanía con la Autovía nos permite llegar a Málaga en tan solo 15 minutos.De llevarse a cabo la operación se prestará asesoramiento jurídico fiscal al comprador en todos sus términos sin coste alguno. Operación realizada con la máxima transparencia ajustada a la legalidad vigente gestionada por nuestro equipo profesional como Abogados, Economistas y Administradores de fincas.PSM SERVICIOS INMOBILIARIOS PSM ABOGADOS & ECONOMISTAS."
"","Centro","106000","51","2","1","0","0","0","0","0","0","0","0","Casa Alba se encuentra justamente al lado de la gran Avda. Valle Inclán, conectada con la ciudad y la autovía por su excelente ubicación. Es una localización muy cómoda ya que tiene todo tipo de servicios en la zona como comercios, tiendas para nuestro día a día, gasolinera, bares y parada autobus. Es un barrio muy concurrido y con mucha vida, se encuentra  a  2,7 km del centro de Málaga, a estamos a tan solo media hora caminando.Casa Alba se situa en una segunda planta compuesta de 51m2 que se distribuyen de forma cómoda y organizada en cocina independiente y salón que separa con una puerta la zona de los dos dormitorios, lo cual la hace tener mayor privacidad de las zonas comunes. Aquí nos encontramos los dos dormitorios, uno de ellos con acceso a la terraza y el baño completo. La propiedad tiene ventanas exteriores en todas sus estancias lo cual la hace gozar de su luz natural durante todo el día.Es una gran oportunidad para vivienda propia o como alquiler de larga temporada ya que es una zona muy demandada. Ven a visitarnos, será un placer mostrarte todas las posibilidades que Casa Alba nos ofrece.."
"Piso","Centro","138500","40","1","1","0","0","1","0","1","0","0","0","¿Buscas una buena ocasión de inversión en Málaga? Aquí la tienes.Excelente oportunidad de inversión en el Centro Histórico de Málaga al tiempo que está situado en una zona muy tranquila.Estudio completamente amueblado tal y como ves en las fotos y listo para entrar a vivir o comenzar a rentabilizarlo.Licencia para apartamento turístico concedida.Buena comunicación con transporte público y todos los servicios a mano. Junto a la zona universitaria de El Ejido.¿De verdad lo vas a dejar pasar? ¡Ven a verlo!Para más información contacta con nosotros a través de este anuncio, nuestra web, correo electrónico, Facebook, Instagram, Youtube, teléfono o Whatsapp."
"Piso","Cruz de Humilladero","138000","72","3","1","0","0","1","0","0","0","0","0","Piso en La Asunción, 3 dormitorios, cocina, baño y salón comedor. Bloque con ascensor, orientación sur, conservado.La zona cuenta con comercios de todo tipo carnicerías, pescaderías, fruterías, tienda de textiles, perfumería, farmacia, estancos, distintas entidades bancarias, variedad de supermercados, etc.Podemos encontrar colegios como: CEIP Hernández Cánovas, CEIP Neill, CEIP Arturo Reyes, CEIP Divino Maestro e institutos como: IES Salvador Rueda, IES Isaac Albéniz y el IES Pérez Estrada.Tiene buena comunicación con el trasporte público, como por ejemplo: línea de autobuses 19 dirección Parque Tecnológico, línea 4 dirección Paseo del Parque y Alameda Principal, línea 15 Materno Infantil y Rosaleda, línea 31 dirección barriada Santa Paula y Hospital Quirón.El Hospital Universitario Virgen de la Victoria y el Hospital Regional Carlos de Haya se encuentra a menos de 10 minutos en coche, además de estar conectado con líneas de autobuses y metro.El recinto ferial se encuentra a 5 minutos en coche, conectado con líneas de autobuses.A pocos minutos a pie (aproximadamente 20 minutos) se encuentra la playa de Huelin y Misericordia.El centro histórico de la ciudad, se encuentra a 20 minutos andando.En cumplimiento del Decreto de la Junta de Andalucía 218/2005 del 11 de Octubre, se informa al cliente que los gastos notariales, registrales, ITP, 3% más . de comisión y otros gastos inherentes a la compra, no están incluidos en el precio. Cada agencia tiene su propio titular y es autónoma."
"Piso","Carretera de Cádiz","2878000","302","3","5","1","1","1","1","0","0","1","1","""tlf/ whatsapp: (+34) 670,671,098. Promoción vanguardista en primera linea de playa con filosofía americana concepto de villa, y con selectas zonas comunitarias , calidades de lujo, y  desarrollada por  prestigioso arquitecto , primera y única en málaga capital , dos plazas de garaje y trastero incluidos en el precio. 
 Plano incluido en el anuncio
  Terraza de 108,44 m². Esta promoción se compone de 3 fases y cuenta con viviendas de 1 a 4 dormitorios, todas ellas orientadas hacia el mar mediterráneo, con calidades propias de una villa de lujo y las comodidades de un apartamento en plena ciudad. Viviendas amplias, con techos altos, grandes terrazas, muy luminosas, y con multitud de servicios para favorecer la estancia de todos sus residentes. El edificio cuenta con sala de cine, spa, ludoteca, guardería, gimnasio, bar, piscina infinita, piscina climatizada, solarium, núcleo comercial, oficinas y espacio de coworking. Ubicada en una zona privilegiada de málaga la cual  se encuentra en pleno crecimiento y cuenta con centros deportivos, hospitales, colegios y universidad, así como multitud de servicios y amplios espacios para realizar deporte al aire libre y disfrutar del maravilloso clima del sur.
 El primer proyecto de viviendas de lujo desarrollado en málaga capital, con materiales y acabados de una calidad extraordinaria, capaces de convertir esta obra en un hito de la innovación y el diseño.  2 plazas de garaje y trastero incluidos en el precio,  lujo y diseño a su alcance en una promoción única junto al mar con encantadoras vistas al mediterraneo.
 Iva del 10 % no incluido en precio, certificados energéticos solicitados en trámite (en cumplimiento del rd de la junta de andalucía 218/2005 de 11 de octubre se informa a los sres. Consumidores que en los precios indicados no están incluidos los gastos derivados de la compra de inmuebles según las leyes vigentes, (itp, iva, gastos notariales…). Más información (+34) 670, 671, 098.""
 Si esta vivienda no es lo que estas buscando, contáctanos y nos encargaremos de hacerte una búsqueda totalmente personalizada adaptándonos a sus necesidades sin compromiso.
 Publicado desde sistema de gestión inmobiliaria. No obstante, la información que contiene esta web puede ser sujeta a errores u omisiones. Las propiedades pueden ser sujetas a cambio de precio, venta o retirada del mercado."
"Piso","Carretera de Cádiz","249000","80","3","1","0","0","1","1","1","0","0","0","LGI pone a su disposición esta gran oportunidad de compra, no la deje escapar, piense que ahora mismo hay más gente interesada en este inmueble.Estupenda vivienda que consta de 3 dormitorios muy bien distribuidos, 1 cuarto de baño completo con bañera, cocina totalmente equipada y amueblada, salón bien distribuido, terraza, zonas comunes en buen estado, ascensor, etc.¡Visítalo sin compromiso!Puede llamarnos o contactarnos por WhatsApp.Somos una agencia especializada en la venta de inmuebles en Málaga con mas de 21 años de experiencia. Además te ayudamos a conseguir financiación, no dudes en consultarnos.En cumplimiento del decreto de la junta de Andalucía 2182005 del 11 de octubre, se informa al cliente que los gastos notariales, registrales, itp, intermediación inmobiliaria no están incluidos en el precioEstaremos encantados de atenderte personalmente en C/ Héroe de Sostoa, 192 (esquina con Av de la Paloma).Horario de atención al cliente:Lunes a viernes de 10:00 a 14:00 y de 17:00 a 20:00 horas.Sábados de 10:00 a 14:00 horas (con cita previa).Si esta vivienda no es lo que estas buscando, contáctanos y nos encargaremos de hacerte una búsqueda totalmente personalizada adaptándonos a tus necesidades sin compromiso.Lucía Gestión Inmobiliaria S. L."
"Casa","Puerto de la Torre","750000","366","5","3","1","1","0","1","1","1","0","0","""destacada villa independiente por muchos motivos, la situación es estupenda en la urbanización puerto sol en una de las mejores parcelas que se sitúan, con sus 2215m2 y su propio aljibe la parcela consta de una variedad de arboles frutales, varias estatuas y una farola impresionante de un gran valor. La vivienda diseñada y decorada en su época por un gran decorador y arquitecto se distribuye en planta baja construido en diferente niveles con hall de entrada, cocina, salón mas comedor de invierno con gran chimenea y salón de verano esta separada por rejas originales de una vieja iglesia, desde el comedor de verano se accede a la cocina y también a la terraza orientación sur muy amplia, a la planta primera se accede por una escalera de caracol con barandilla de madera realizada solo en tres tramos y un lucernario en la escalera una maravilla. En dicha planta hay 5 dormitorios un tipo suite, y tres de ellos con acceso a otra terraza, otro baño para dar servicio a las otras habitaciones. "".En cumplimiento del decreto de la Junta de Andalucía 218-2005 del 11 de octubre, se informa a los clientes que los gastos notariales, registrales y I. T. P. no están incluidos en el precio. Le recordamos que como consumidor tiene derecho a que se le informe y entregue la documentación informativa que corresponda, según el caso, en base a lo dispuesto en el Decreto 218/05 de 11 de octubre que regula el Reglamento de Información al Consumidor en la compra-venta y arrendamiento de viviendas en Andalucía."
"Piso","Campanillas","172000","70","2","1","0","0","0","0","0","0","0","0","Piso de 70 m2 distribuido en 2 habitaciones y 1 baño en Campanillas. Cocina americana con salón, tarima flotante, armarios empotrados en ambos dormitorios y patio delanteroTodo exterior menos el baño. Situado en una tranquila zona de Campanillas, cerca de todos los servicios y a un minuto de la autovía Málaga a Campillos. Decreto Junta de Andalucía: En cumplimiento del Decreto de la Junta de Andalucía 2182005 del 11 de Octubre, se informa al cliente que los gastos notariales, registrales, ITP, intermediación inmobiliaria y otros gastos inherentes a la compra no están incluidos en el precio. -ALB-MCMP. RLV0875-CAMP. 172.000€"
"Chalet","Churriana","1150000","565","10","4","0","0","0","1","1","1","1","0","Encantadora villa completamente sostenible situada en una de las zonas mas privilegiadas de la ciudad con vistas a la Bahía de Málaga, en urbanización privada con vigilancia 24 horas. y a pocos minutos del Aeropuerto, campo de golf ""Real Club de Campo Málaga"", centro comercial ""Plaza Mayor"" y junto a Torremolinos con sus hermosas playas. La propiedad cuenta con una superficie de 565 m2 distribuidos en 3 plantas (sótano, planta baja y planta alta) dentro de una parcela de 1.675m2 rodeada de jardines y piscina de 10x5 m.La parte principal de la casa dispone de 5 dormitorios, 2 baños, 2 cocinas, chimenea, y amplias terrazas donde disfrutar de las vistas a la montaña y al mar. Además en la planta baja existe una terraza cubierta de 50 m2 con muchas posibilidades.Con licencia turística activa, la planta sótano acoge 2 apartamentos independientes con entrada separada de la casa que cuentan con 3 dormitorios cada uno, salón comedor y cocina, así como  acceso a las zonas comunes. Sin duda una oportunidad de negocio rentable para aquellos que estén pensando en comprar como inversión. Las zonas exteriores y jardines están muy cuidadas gracias al riego automático, otorgándole a la parcela la privacidad necesaria parra disfrutar de la piscina y los jardines. El aprovechamiento de recursos es otro de sus puntos fuertes:Dispone de un aljibe para disponer de reservas de agua natural y ahorrar costes. Además tiene instaladas placas solares fotovoltaicas que suministran toda la energía que necesita la propiedad y que suponen un gran ahorro. Aproveche esta oportunidad de vivir en una de la mejores zonas de Málaga."
"Finca rústica","Puerto de la Torre","250000","200","5","2","1","0","0","1","1","1","1","0","Tlf: (+34) 670,671,098. Finca de  48.256 m² con amplias vistas  de málaga!! En un entorno rural con mucho encanto rodeada de todo tipo de plantas como olivos, almendros, encinas y algarrobos. En ella se ha construido una preciosa vivienda de 5 dormitorios y 2 baños (uno de ellos en construcción), salón, cocina totalmente equipada y amueblada, patio, jardín, piscina, nave de 60 m², vivero de 30 m², pozo y alberca. La casa esta divida en dos plantas y se encuentra en una parcela de más de 100m² rodeada de valla metálica. Se vende totalmente amueblado. A 10 km del centro de la ciudad. Si siempre has soñado con vivir en plena naturaleza aquí podrás disfrutar de la paz y tranquilidad que este lugar ofrece... Gran oportunidad! Precio negociable. (en cumplimiento del rd de la junta de andalucía 218/2005 de 11 de octubre se informa a los sres. Consumidores que en los precios indicados no están incluidos los gastos derivados de la compra de inmuebles según las leyes vigentes, (itp, gastos notariales.. ). Más información (+34) 670, 671, 098.
 Se informa que la vivienda se encuentra a reformar, con acceso rodado con dificultad  y con colindante cercano."
